Date,Open,High,Low,Close,Adj Close,Volume
2011-07-25,8150.000000,8200.000000,8050.000000,8150.000000,7226.455078,8925500
2011-07-26,8300.000000,8300.000000,8100.000000,8300.000000,7359.456543,8702000
2011-07-27,8350.000000,8500.000000,8200.000000,8350.000000,7403.790527,13051000
2011-07-28,8200.000000,8250.000000,8100.000000,8200.000000,7270.787598,6988000
2011-07-29,8300.000000,8300.000000,8050.000000,8300.000000,7359.456543,10005000
2011-08-01,8550.000000,8550.000000,8250.000000,8550.000000,7581.126465,12345000
2011-08-02,8750.000000,8750.000000,8500.000000,8750.000000,7758.461914,7843500
2011-08-03,8700.000000,8850.000000,8650.000000,8700.000000,7714.129883,8682500
2011-08-04,8600.000000,8750.000000,8400.000000,8600.000000,7625.461426,7277500
2011-08-05,8300.000000,8450.000000,8000.000000,8300.000000,7359.456543,42635500
2011-08-08,8050.000000,8100.000000,7550.000000,8050.000000,7137.786621,51172500
2011-08-09,7850.000000,8000.000000,7250.000000,7850.000000,6960.450195,78736500
2011-08-10,8000.000000,8100.000000,7850.000000,8000.000000,7093.452637,30000000
2011-08-11,7850.000000,7950.000000,7750.000000,7850.000000,6960.450195,19235500
2011-08-12,7950.000000,8000.000000,7850.000000,7950.000000,7049.118164,16040500
2011-08-15,8150.000000,8150.000000,7950.000000,8150.000000,7226.455078,10230500
2011-08-16,8150.000000,8250.000000,8050.000000,8150.000000,7226.455078,14848500
2011-08-18,8200.000000,8250.000000,7950.000000,8200.000000,7270.787598,17822000
2011-08-19,8000.000000,8000.000000,7750.000000,8000.000000,7093.452637,30131500
2011-08-22,7750.000000,8000.000000,7700.000000,7750.000000,6871.781738,15886500
2011-08-23,7950.000000,7950.000000,7750.000000,7950.000000,7049.118164,12260000
2011-08-24,7900.000000,8000.000000,7800.000000,7900.000000,7004.783203,14545000
2011-08-25,8000.000000,8050.000000,7900.000000,8000.000000,7093.452637,10794500
2011-08-26,8000.000000,8050.000000,7800.000000,8000.000000,7093.452637,16897500
2011-09-05,8150.000000,8300.000000,8050.000000,8150.000000,7226.455078,27110500
2011-09-06,8200.000000,8300.000000,8050.000000,8200.000000,7270.787598,13461000
2011-09-07,8350.000000,8350.000000,8200.000000,8350.000000,7403.790527,9289000
2011-09-08,8400.000000,8450.000000,8200.000000,8400.000000,7448.124023,11131500
2011-09-09,8350.000000,8500.000000,8300.000000,8350.000000,7403.790527,9836000
2011-09-12,8050.000000,8300.000000,8050.000000,8050.000000,7137.786621,7152500
2011-09-13,8100.000000,8200.000000,7950.000000,8100.000000,7182.120605,5283000
2011-09-14,7750.000000,8150.000000,7750.000000,7750.000000,6871.781738,22641500
2011-09-15,7900.000000,7900.000000,7500.000000,7900.000000,7004.783203,26231000
2011-09-16,7900.000000,8050.000000,7750.000000,7900.000000,7004.783203,14483500
2011-09-19,7850.000000,7950.000000,7750.000000,7850.000000,6960.450195,3096500
2011-09-20,7950.000000,7950.000000,7650.000000,7950.000000,7049.118164,15130500
2011-09-21,7750.000000,8000.000000,7750.000000,7750.000000,6871.781738,11301000
2011-09-22,7100.000000,7550.000000,7050.000000,7100.000000,6295.438965,21362000
2011-09-23,7500.000000,7500.000000,6950.000000,7500.000000,6650.111816,15408000
2011-09-26,7350.000000,7500.000000,7100.000000,7350.000000,6517.109375,17743000
2011-09-27,7500.000000,7650.000000,7450.000000,7500.000000,6650.111816,27236000
2011-09-28,7550.000000,7600.000000,7450.000000,7550.000000,6694.445801,12091000
2011-09-29,7650.000000,7650.000000,7500.000000,7650.000000,6783.112793,13752000
2011-09-30,7700.000000,7800.000000,7450.000000,7700.000000,6827.447754,18780000
2011-10-03,7350.000000,7500.000000,7200.000000,7350.000000,6517.109375,9753000
2011-10-04,7200.000000,7300.000000,7050.000000,7200.000000,6384.107910,13952500
2011-10-05,7300.000000,7350.000000,7200.000000,7300.000000,6472.773926,6923000
2011-10-06,7500.000000,7550.000000,7400.000000,7500.000000,6650.111816,19542500
2011-10-07,7450.000000,7750.000000,7450.000000,7450.000000,6605.776367,12370500
2011-10-10,7500.000000,7550.000000,7300.000000,7500.000000,6650.111816,7789000
2011-10-11,7750.000000,7900.000000,7600.000000,7750.000000,6871.781738,16564000
2011-10-12,7950.000000,8050.000000,7750.000000,7950.000000,7049.118164,11089500
2011-10-13,8000.000000,8150.000000,7950.000000,8000.000000,7093.452637,9637000
2011-10-14,7950.000000,8050.000000,7950.000000,7950.000000,7049.118164,7694000
2011-10-17,8050.000000,8100.000000,7950.000000,8050.000000,7137.786621,4140000
2011-10-18,7750.000000,7950.000000,7650.000000,7750.000000,6871.781738,12406500
2011-10-19,7850.000000,7900.000000,7800.000000,7850.000000,6960.450195,8791000
2011-10-20,7650.000000,7800.000000,7500.000000,7650.000000,6783.112793,24603000
2011-10-21,7650.000000,7800.000000,7550.000000,7650.000000,6783.112793,17733000
2011-10-24,7950.000000,8000.000000,7800.000000,7950.000000,7049.118164,7976000
2011-10-25,8000.000000,8100.000000,7850.000000,8000.000000,7093.452637,12169000
2011-10-26,8000.000000,8000.000000,7950.000000,8000.000000,7093.452637,3497000
2011-10-27,7950.000000,8100.000000,7900.000000,7950.000000,7049.118164,18826500
2011-10-28,8000.000000,8050.000000,7900.000000,8000.000000,7093.452637,16338500
2011-10-31,8100.000000,8100.000000,7850.000000,8100.000000,7182.120605,9303500
2011-11-01,7900.000000,8050.000000,7850.000000,7900.000000,7004.783203,8128000
2011-11-02,7950.000000,8000.000000,7700.000000,7950.000000,7049.118164,14527500
2011-11-03,7800.000000,7900.000000,7700.000000,7800.000000,6916.116699,9203000
2011-11-04,8000.000000,8050.000000,7900.000000,8000.000000,7093.452637,16384500
2011-11-07,7950.000000,8000.000000,7950.000000,7950.000000,7049.118164,3842500
2011-11-08,8200.000000,8200.000000,7950.000000,8200.000000,7270.787598,12537000
2011-11-09,8300.000000,8400.000000,8200.000000,8300.000000,7359.456543,20206000
2011-11-10,8150.000000,8200.000000,7950.000000,8150.000000,7226.455078,21294000
2011-11-11,8150.000000,8250.000000,8000.000000,8150.000000,7226.455078,11886000
2011-11-14,8250.000000,8250.000000,8150.000000,8250.000000,7315.123047,7189000
2011-11-15,8150.000000,8200.000000,8050.000000,8150.000000,7226.455078,11801500
2011-11-16,8050.000000,8200.000000,8000.000000,8050.000000,7137.786621,11533000
2011-11-17,8050.000000,8150.000000,7950.000000,8050.000000,7137.786621,14202000
2011-11-18,7850.000000,7950.000000,7800.000000,7850.000000,6960.450195,27183000
2011-11-21,7750.000000,7850.000000,7700.000000,7750.000000,6871.781738,17389500
2011-11-22,7800.000000,7850.000000,7750.000000,7800.000000,6916.116699,17957000
2011-11-23,7700.000000,7750.000000,7650.000000,7700.000000,6827.447754,9205000
2011-11-24,7650.000000,7750.000000,7650.000000,7650.000000,6783.112793,8834000
2011-11-25,7450.000000,7650.000000,7450.000000,7450.000000,6605.776367,11779500
2011-11-28,7550.000000,7600.000000,7450.000000,7550.000000,6694.445801,14234000
2011-11-29,7700.000000,7850.000000,7550.000000,7700.000000,6827.447754,18373000
2011-11-30,7900.000000,7950.000000,7700.000000,7900.000000,7004.783203,20192000
2011-12-01,7900.000000,7900.000000,7900.000000,7900.000000,7004.783203,0
2011-12-02,8000.000000,8000.000000,7900.000000,8000.000000,7093.452637,5014000
2011-12-05,8050.000000,8050.000000,7950.000000,8050.000000,7137.786621,6528000
2011-12-06,7900.000000,8000.000000,7900.000000,7900.000000,7004.783203,4597000
2011-12-07,8050.000000,8050.000000,7900.000000,8050.000000,7177.307129,5100500
2011-12-08,7950.000000,8050.000000,7900.000000,7950.000000,7088.147461,9286000
2011-12-09,7900.000000,8000.000000,7800.000000,7900.000000,7043.568359,6792500
2011-12-12,8000.000000,8050.000000,7950.000000,8000.000000,7132.729004,5368500
2011-12-13,7850.000000,7950.000000,7800.000000,7850.000000,6998.989258,10861500
2011-12-14,7900.000000,8000.000000,7850.000000,7900.000000,7043.568359,6644000
2011-12-15,7800.000000,7850.000000,7700.000000,7800.000000,6954.408203,11592500
2011-12-16,8000.000000,8250.000000,7850.000000,8000.000000,7132.729004,23844000
2011-12-19,8000.000000,8000.000000,8000.000000,8000.000000,7132.729004,0
2011-12-20,7900.000000,8050.000000,7900.000000,7900.000000,7043.568359,4302000
2011-12-21,7950.000000,8050.000000,7900.000000,7950.000000,7088.147461,13743500
2011-12-22,7950.000000,8050.000000,7950.000000,7950.000000,7088.147461,3384000
2011-12-23,8050.000000,8050.000000,7950.000000,8050.000000,7177.307129,4041500
2011-12-27,8000.000000,8050.000000,7900.000000,8000.000000,7132.729004,4277500
2011-12-28,7950.000000,8050.000000,7850.000000,7950.000000,7088.147461,5690000
2011-12-29,8050.000000,8050.000000,7850.000000,8050.000000,7177.307129,3689500
2011-12-30,8000.000000,8050.000000,7950.000000,8000.000000,7132.729004,4847500
2012-01-02,8000.000000,8000.000000,7950.000000,8000.000000,7132.729004,1574000
2012-01-03,8100.000000,8100.000000,7950.000000,8100.000000,7221.886230,5555000
2012-01-04,8100.000000,8150.000000,8000.000000,8100.000000,7221.886230,17449000
