Date,Open,High,Low,Close,Adj Close,Volume
2011-07-25,52400.000000,53950.000000,51800.000000,52400.000000,41881.105469,1528500
2011-07-26,52650.000000,52950.000000,51500.000000,52650.000000,42799.687500,633500
2011-07-27,52400.000000,53300.000000,52000.000000,52400.000000,42596.464844,744500
2011-07-28,51500.000000,52400.000000,51500.000000,51500.000000,41864.839844,1085000
2011-07-29,50900.000000,51750.000000,50600.000000,50900.000000,41377.097656,1113500
2011-08-01,53000.000000,53000.000000,51400.000000,53000.000000,43084.207031,2211000
2011-08-02,53250.000000,54300.000000,52950.000000,53250.000000,43287.437500,1574000
2011-08-03,52000.000000,52500.000000,51800.000000,52000.000000,42271.296875,1819500
2011-08-04,52700.000000,54200.000000,51950.000000,52700.000000,42840.335938,1666000
2011-08-05,51150.000000,51750.000000,49500.000000,51150.000000,41580.328125,1977500
2011-08-08,50000.000000,50600.000000,49500.000000,50000.000000,40645.480469,1841000
2011-08-09,50000.000000,51200.000000,46900.000000,50000.000000,40645.480469,1337000
2011-08-10,50950.000000,52200.000000,50750.000000,50950.000000,41417.746094,861500
2011-08-11,52950.000000,53200.000000,50200.000000,52950.000000,43043.562500,1323500
2011-08-12,54950.000000,55100.000000,53450.000000,54950.000000,44669.378906,1242000
2011-08-15,54550.000000,55500.000000,54050.000000,54550.000000,44344.210938,766000
2011-08-16,54200.000000,55500.000000,53300.000000,54200.000000,44059.703125,1564500
2011-08-18,56000.000000,56500.000000,54200.000000,56000.000000,45522.941406,1800000
2011-08-19,53000.000000,54950.000000,51000.000000,53000.000000,43084.207031,2158500
2011-08-22,53950.000000,53950.000000,50100.000000,53950.000000,43856.468750,1644000
2011-08-23,53950.000000,54950.000000,52550.000000,53950.000000,43856.468750,916500
2011-08-24,54000.000000,54700.000000,53700.000000,54000.000000,43897.117188,1373000
2011-08-25,54150.000000,55350.000000,54000.000000,54150.000000,44019.054688,650000
2011-08-26,55000.000000,56450.000000,53850.000000,55000.000000,44710.031250,729000
2011-09-05,55600.000000,57450.000000,55200.000000,55600.000000,45197.773438,1000500
2011-09-06,56600.000000,56650.000000,54700.000000,56600.000000,46010.687500,1017000
2011-09-07,58700.000000,58700.000000,56600.000000,58700.000000,47717.792969,985500
2011-09-08,59350.000000,60000.000000,59000.000000,59350.000000,48246.179688,1439000
2011-09-09,59800.000000,61500.000000,59800.000000,59800.000000,48612.000000,1035000
2011-09-12,57250.000000,59500.000000,57000.000000,57250.000000,46539.070313,1100500
2011-09-13,58000.000000,58400.000000,57250.000000,58000.000000,47148.761719,898500
2011-09-14,58000.000000,58500.000000,57300.000000,58000.000000,47148.761719,1562000
2011-09-15,55900.000000,58050.000000,54950.000000,55900.000000,45441.644531,1830500
2011-09-16,56150.000000,57500.000000,55800.000000,56150.000000,45644.875000,1046500
2011-09-19,55500.000000,56100.000000,55150.000000,55500.000000,45116.480469,336000
2011-09-20,54500.000000,56500.000000,53250.000000,54500.000000,44303.574219,2111500
2011-09-21,53100.000000,54000.000000,52800.000000,53100.000000,43165.496094,1487500
