Date,Open,High,Low,Close,Adj Close,Volume
2011-07-25,4000.000000,4000.000000,3950.000000,4000.000000,2713.643555,13917000
2011-07-26,4000.000000,4000.000000,3950.000000,4000.000000,2713.643555,15196500
2011-07-27,3975.000000,3975.000000,3950.000000,3975.000000,2696.683105,16213500
2011-07-28,3975.000000,3975.000000,3925.000000,3975.000000,2696.683105,17472500
2011-07-29,3975.000000,4000.000000,3950.000000,3975.000000,2696.683105,23315500
2011-08-01,4000.000000,4000.000000,3950.000000,4000.000000,2713.643555,21475500
2011-08-02,4000.000000,4000.000000,3950.000000,4000.000000,2713.643555,12875500
2011-08-03,3825.000000,3925.000000,3775.000000,3825.000000,2594.921875,86153000
2011-08-04,3600.000000,3775.000000,3575.000000,3600.000000,2442.278809,214024500
2011-08-05,3175.000000,3450.000000,3150.000000,3175.000000,2153.954834,239255000
2011-08-08,3275.000000,3300.000000,3025.000000,3275.000000,2221.795166,154426500
2011-08-09,3200.000000,3325.000000,2950.000000,3200.000000,2170.914795,131774500
2011-08-10,3325.000000,3375.000000,3275.000000,3325.000000,2255.716064,164793000
2011-08-11,3375.000000,3375.000000,3250.000000,3375.000000,2289.636719,69020500
2011-08-12,3375.000000,3450.000000,3325.000000,3375.000000,2289.636719,64225500
2011-08-15,3375.000000,3375.000000,3300.000000,3375.000000,2289.636719,42505000
2011-08-16,3325.000000,3400.000000,3300.000000,3325.000000,2255.716064,33010500
2011-08-18,3425.000000,3450.000000,3275.000000,3425.000000,2323.556885,174284000
2011-08-19,3300.000000,3400.000000,3275.000000,3300.000000,2238.755859,90181500
2011-08-22,3225.000000,3325.000000,3175.000000,3225.000000,2187.875000,93074000
2011-08-23,3225.000000,3250.000000,3175.000000,3225.000000,2187.875000,51531000
2011-08-24,3100.000000,3225.000000,3100.000000,3100.000000,2103.073486,62543000
2011-08-25,3000.000000,3125.000000,2975.000000,3000.000000,2035.232788,77753000
2011-08-26,2950.000000,2975.000000,2925.000000,2950.000000,2001.312256,68793000
2011-09-05,2775.000000,2975.000000,2700.000000,2775.000000,1882.590210,164526000
2011-09-06,2750.000000,2775.000000,2650.000000,2750.000000,1865.629639,145937500
2011-09-07,2925.000000,2950.000000,2750.000000,2925.000000,1984.351929,160453000
2011-09-08,2925.000000,2950.000000,2875.000000,2925.000000,1984.351929,52420000
2011-09-09,2900.000000,2925.000000,2875.000000,2900.000000,1967.391602,20616000
2011-09-12,2800.000000,2850.000000,2775.000000,2800.000000,1899.550293,29320500
2011-09-13,2800.000000,2850.000000,2775.000000,2800.000000,1899.550293,38264000
2011-09-14,2725.000000,2850.000000,2700.000000,2725.000000,1848.669556,44658000
2011-09-15,2725.000000,2775.000000,2675.000000,2725.000000,1848.669556,38535500
2011-09-16,2675.000000,2775.000000,2650.000000,2675.000000,1814.749268,32001500
2011-09-19,2575.000000,2675.000000,2550.000000,2575.000000,1746.908203,35489000
2011-09-20,2600.000000,2600.000000,2450.000000,2600.000000,1763.868042,66295000
2011-09-21,2525.000000,2575.000000,2500.000000,2525.000000,1712.987427,19392500
