Date,Open,High,Low,Close,Adj Close,Volume
2011-07-25,2500.000000,2550.000000,2475.000000,2500.000000,1639.267456,25116000
2011-07-26,2575.000000,2600.000000,2525.000000,2575.000000,1688.445679,34656000
2011-07-27,2600.000000,2600.000000,2550.000000,2600.000000,1704.838257,29992000
2011-07-28,2675.000000,2700.000000,2550.000000,2675.000000,1754.016113,107957000
2011-07-29,2650.000000,2700.000000,2650.000000,2650.000000,1737.623291,56912000
2011-08-01,2675.000000,2700.000000,2650.000000,2675.000000,1754.016113,23569500
2011-08-02,2650.000000,2675.000000,2625.000000,2650.000000,1737.623291,18455500
2011-08-03,2600.000000,2650.000000,2550.000000,2600.000000,1704.838257,18215500
2011-08-04,2600.000000,2675.000000,2550.000000,2600.000000,1704.838257,13145500
2011-08-05,2375.000000,2500.000000,2325.000000,2375.000000,1557.304077,70954000
2011-08-08,2325.000000,2350.000000,2275.000000,2325.000000,1524.518555,74459000
2011-08-09,2175.000000,2350.000000,2150.000000,2175.000000,1426.162598,72402500
2011-08-10,2450.000000,2450.000000,2250.000000,2450.000000,1606.482178,71230000
2011-08-11,2325.000000,2400.000000,2275.000000,2325.000000,1524.518555,125904000
2011-08-12,2325.000000,2375.000000,2300.000000,2325.000000,1524.518555,71796500
2011-08-15,2350.000000,2375.000000,2300.000000,2350.000000,1540.911255,70801000
2011-08-16,2350.000000,2450.000000,2350.000000,2350.000000,1540.911255,85566000
2011-08-18,2400.000000,2425.000000,2350.000000,2400.000000,1573.696655,43435000
2011-08-19,2250.000000,2350.000000,2225.000000,2250.000000,1475.340698,94433500
2011-08-22,2225.000000,2300.000000,2175.000000,2225.000000,1458.947876,38336000
2011-08-23,2250.000000,2300.000000,2200.000000,2250.000000,1475.340698,41823000
2011-08-24,2125.000000,2300.000000,2125.000000,2125.000000,1393.377197,137505500
2011-08-25,2100.000000,2175.000000,2050.000000,2100.000000,1376.984619,115024000
2011-08-26,2025.000000,2050.000000,1990.000000,2025.000000,1327.806641,112388000
2011-09-05,1990.000000,2125.000000,1990.000000,1990.000000,1304.856934,86014000
2011-09-06,2025.000000,2025.000000,1980.000000,2025.000000,1327.806641,51780000
2011-09-07,2075.000000,2100.000000,2025.000000,2075.000000,1360.591797,109596000
2011-09-08,2050.000000,2100.000000,2025.000000,2050.000000,1344.199219,81779000
2011-09-09,2025.000000,2050.000000,2000.000000,2025.000000,1327.806641,79640000
2011-09-12,1970.000000,2000.000000,1950.000000,1970.000000,1291.742676,73218500
2011-09-13,1970.000000,2025.000000,1960.000000,1970.000000,1291.742676,37654500
2011-09-14,1960.000000,2025.000000,1950.000000,1960.000000,1285.185791,71411000
