Date,Open,High,Low,Close,Adj Close,Volume
2011-07-25,5918.344727,5918.344727,5869.024902,5918.344727,5491.951172,1356460
2011-07-26,5918.344727,6016.983887,5819.705566,5918.344727,5491.951172,4384165
2011-07-27,5918.344727,5967.664063,5869.024902,5918.344727,5491.951172,5355889
2011-07-28,5819.705566,5918.344727,5819.705566,5819.705566,5400.418457,2129480
2011-07-29,5671.747070,5918.344727,5622.427246,5671.747070,5263.120117,3551330
2011-08-01,5474.468750,5721.066406,5425.149414,5474.468750,5080.054688,10178521
2011-08-02,5622.427246,5622.427246,5474.468750,5622.427246,5217.354004,5965181
2011-08-03,5573.107910,5573.107910,5474.468750,5573.107910,5171.587402,2627761
2011-08-04,5523.788086,5622.427246,5425.149414,5523.788086,5125.820801,2443757
2011-08-05,5277.190430,5425.149414,4931.953613,5277.190430,4896.989746,5230178
2011-08-08,5030.592773,5129.231934,4907.293945,5030.592773,4668.158691,4952398
2011-08-09,5277.190430,5425.149414,4537.397461,5277.190430,4896.989746,7170586
2011-08-10,5227.871094,5474.468750,5178.551758,5227.871094,4851.223145,5938315
2011-08-11,5079.912598,5277.190430,5030.592773,5079.912598,4713.924805,2987152
2011-08-12,5227.871094,5277.190430,5129.231934,5227.871094,4851.223145,4017170
2011-08-15,5227.871094,5277.190430,5178.551758,5227.871094,4851.223145,2575551
2011-08-16,5227.871094,5326.510254,5030.592773,5227.871094,4851.223145,2608499
2011-08-18,5129.231934,5277.190430,5030.592773,5129.231934,4759.691406,5939836
2011-08-19,4833.314941,5079.912598,4808.654785,4833.314941,4485.093262,7470670
2011-08-22,4857.974609,4907.293945,4685.355957,4857.974609,4507.976074,2280536
2011-08-23,4783.995117,4882.634277,4783.995117,4783.995117,4439.327637,4359327
2011-08-24,4808.654785,4857.974609,4783.995117,4808.654785,4462.209961,1510557
2011-08-25,4783.995117,4833.314941,4734.675781,4783.995117,4439.327637,2914159
2011-08-26,4981.273438,5030.592773,4734.675781,4981.273438,4622.392090,3628886
2011-09-05,5326.510254,5523.788086,5030.592773,5326.510254,4942.756348,8133186
2011-09-06,5227.871094,5326.510254,5079.912598,5227.871094,4851.223145,2566934
2011-09-07,5474.468750,5523.788086,5277.190430,5474.468750,5080.054688,5587542
2011-09-08,5523.788086,5573.107910,5375.829590,5523.788086,5125.820801,2177635
2011-09-09,5277.190430,5573.107910,5277.190430,5277.190430,4896.989746,858686
2011-09-12,5079.912598,5227.871094,5030.592773,5079.912598,4713.924805,2292195
2011-09-13,5030.592773,5178.551758,4981.273438,5030.592773,4668.158691,898224
2011-09-14,4931.953613,5129.231934,4833.314941,4931.953613,4576.625977,3165581
2011-09-15,5079.912598,5178.551758,4857.974609,5079.912598,4713.924805,4415085
2011-09-16,5178.551758,5178.551758,5030.592773,5178.551758,4805.457520,2922776
2011-09-19,4981.273438,5178.551758,4931.953613,4981.273438,4622.392090,4184447
2011-09-20,4981.273438,5030.592773,4882.634277,4981.273438,4622.392090,4214354
2011-09-21,4931.953613,4981.273438,4857.974609,4931.953613,4576.625977,1637282
